title,venue,topic,arxiv,doi,paper_url,code_url,formal_class,decision,directions
Pruning All-Rounder: Rethinking and Improving Inference Efficiency for Large Vision Language Models,ICCV 2025,multimodal/VLM token-layer pruning,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Suo_Pruning_All-Rounder_Rethinking_and_Improving_Inference_Efficiency_for_Large_Vision_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Multimodal / MLLM Serving
QuEST: Low-bit Diffusion Model Quantization via Efficient Selective Finetuning,ICCV 2025,diffusion low-bit quantization,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_QuEST_Low-bit_Diffusion_Model_Quantization_via_Efficient_Selective_Finetuning_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
ShortV: Efficient Multimodal Large Language Models by Freezing Visual Tokens in Ineffective Layers,ICCV 2025,training-free VLM layer/token efficiency,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Yuan_ShortV_Efficient_Multimodal_Large_Language_Models_by_Freezing_Visual_Tokens_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Multimodal / MLLM Serving
Skip-Vision: Efficient and Scalable Acceleration of Vision-Language Models via Adaptive Token Skipping,ICCV 2025,VLM training/inference acceleration,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Zeng_Skip-Vision_Efficient_and_Scalable_Acceleration_of_Vision-Language_Models_via_Adaptive_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Multimodal / MLLM Serving
Text Embedding Knows How to Quantize Text-Guided Diffusion Models,ICCV 2025,diffusion quantization / dynamic precision,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Lee_Text_Embedding_Knows_How_to_Quantize_Text-Guided_Diffusion_Models_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Token-Efficient VLM: High-Resolution Image Understanding via Dynamic Region Proposal,ICCV 2025,VLM efficiency / dynamic region proposal / token-efficient high-resolution vision,,,https://openaccess.thecvf.com/content/ICCV2025/html/Jiang_Token-Efficient_VLM_High-Resolution_Image_Understanding_via_Dynamic_Region_Proposal_ICCV_2025_paper.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Multimodal / MLLM Serving
Towards Stabilized and Efficient Diffusion Transformers through Long-Skip-Connections with Spectral Constraints,ICCV 2025,diffusion transformer training/inference acceleration,,,https://openaccess.thecvf.com/content/ICCV2025/papers/Chen_Towards_Stabilized_and_Efficient_Diffusion_Transformers_through_Long-Skip_Connections_with_Spectral_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
ZipVL: Accelerating Vision-Language Models through Dynamic Token Sparsity,ICCV 2025,VLM dynamic token sparsity / KV efficiency,,,https://openaccess.thecvf.com/content/ICCV2025/papers/He_ZipVL_Accelerating_Vision-Language_Models_through_Dynamic_Token_Sparsity_ICCV_2025_paper.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Multimodal / MLLM Serving
Autoregressive Image Generation with Randomized Parallel Decoding,ICLR 2026,autoregressive image generation / parallel decoding,,,https://openreview.net/pdf?id=rJdGst0W8s,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; KV Cache / Long Context; Video / Image Generation
DefensiveKV: Taming the Fragility of KV Cache Eviction in LLM Inference,ICLR 2026,KV cache eviction / robust aggregation,2510.13334,,https://arxiv.org/abs/2510.13334,https://github.com/FFY0/DefensiveKV,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
Fast-dLLM v2: Efficient Block-Diffusion LLM,ICLR 2026,diffusion LLM inference / block diffusion / hierarchical caching,2509.26328,,https://arxiv.org/abs/2509.26328,https://github.com/NVlabs/Fast-dLLM,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; VLA / WAM / Physical AI
Fast-dLLM: Training-free Acceleration of Diffusion LLM by Enabling KV Cache and Parallel Decoding,ICLR 2026,diffusion LLM inference / KV cache / parallel decoding,2505.22618,,https://arxiv.org/abs/2505.22618,https://github.com/NVlabs/Fast-dLLM,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; KV Cache / Long Context; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
FreeKV: Boosting KV Cache Retrieval for Efficient LLM Inference,ICLR 2026,KV cache retrieval / CPU-GPU hybrid memory / long-context inference,2505.13109,,https://arxiv.org/abs/2505.13109,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; KV Cache / Long Context; GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
ICaRus: Identical Cache Reuse for Efficient Multi-Model Inference,ICLR 2026,multi-model LLM serving / cross-model KV cache reuse,2603.13281,,https://arxiv.org/abs/2603.13281,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Efficient Reasoning / Agents
Inference-Cost-Aware Dynamic Tree Construction for Efficient Inference in Large Language Models,ICLR 2026,speculative decoding / hardware-aware tree construction,,,https://openreview.net/pdf?id=iaWyRYthFf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; GPU Kernel / DSL / Compiler
Multi-Head Low-Rank Attention,ICLR 2026,KV-efficient attention / tensor-parallel decoding,,,https://openreview.net/pdf?id=vBJKZ19XGY,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Efficient Attention
ProxyAttn: Guided Sparse Attention via Representative Heads,ICLR 2026,sparse attention / long-context prefill,,,https://openreview.net/pdf?id=m3HXHQYmZu,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Sparsity / Pruning; Efficient Attention
TurboQuant: Online Vector Quantization with Near-optimal Distortion Rate,ICLR 2026,online vector quantization / KV cache compression,,,https://openreview.net/pdf?id=tO3ASKZlok,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Quantization
WINA: Weight Informed Neuron Activation for Accelerating Large Language Model Inference,ICLR 2026,training-free sparse activation / LLM inference,,,https://openreview.net/pdf?id=l7Vb3yxmuz,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning
AsymRnR: Video Diffusion Transformers Acceleration with Asymmetric Reduction and Restoration,ICML 2025,video diffusion transformer token reduction / training-free acceleration,,,https://proceedings.mlr.press/v267/sun25r.html,https://github.com/wenhao728/AsymRnR,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Ca2-VDM: Efficient Autoregressive Video Diffusion Model with Causal Generation and Cache Sharing,ICML 2025,video diffusion acceleration,,,https://proceedings.mlr.press/v267/gao25m.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Cache Me If You Must: Adaptive Key-Value Quantization for Large Language Models,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/shutova25a/shutova25a.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Quantization
CommVQ: Commutative Vector Quantization for KV Cache Compression,ICML 2025,KV cache quantization,,,https://proceedings.mlr.press/v267/li25du.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Quantization
Compute or Load KV Cache? Why Not Both?,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/jin25d/jin25d.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
CoreMatching: A Co-adaptive Sparse Inference Framework with Token and Neuron Pruning for Comprehensive Acceleration of Vision-Language Models,ICML 2025,VLM sparsity / pruning,,,https://proceedings.mlr.press/v267/wang25eb.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Multimodal / MLLM Serving
Diffusion Adversarial Post-Training for One-Step Video Generation,ICML 2025,one-step video/image diffusion generation,,,https://proceedings.mlr.press/v267/lin25m.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Video / Image Generation; Diffusion / Flow Acceleration
DLP: Dynamic Layerwise Pruning in Large Language Models,ICML 2025,LLM pruning,,,https://proceedings.mlr.press/v267/chen25l.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Edge / Cloud / Heterogeneous AI
EPIC: Efficient Position-Independent Caching for Serving Large Language Models,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hu25j/hu25j.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
KVTuner: Sensitivity-Aware Layer-Wise Mixed-Precision KV Cache Quantization for Efficient and Nearly Lossless LLM Inference,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25dd/li25dd.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Quantization
LaCache: Ladder-Shaped KV Caching for Efficient Long-Context Modeling of Large Language Models,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/shi25b/shi25b.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
Modulated Diffusion: Accelerating Generative Modeling with Modulated Quantization,ICML 2025,diffusion acceleration / quantization,,,https://proceedings.mlr.press/v267/gao25d.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Morse: Dual-Sampling for Lossless Acceleration of Diffusion Models,ICML 2025,diffusion sampling acceleration,,,https://proceedings.mlr.press/v267/li25m.html,https://github.com/deep-optimization/Morse,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
Q-VDiT: Towards Accurate Quantization and Distillation of Video-Generation Diffusion Transformers,ICML 2025,video diffusion quantization / distillation,,,https://proceedings.mlr.press/v267/feng25q.html,https://github.com/wlfeng0509/Q-VDiT,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration
QuantSpec: Self-Speculative Decoding with Hierarchical Quantized KV Cache,ICML 2025,speculative decoding / KV quantization,,,https://proceedings.mlr.press/v267/tiwari25b.html,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; KV Cache / Long Context; Quantization; Edge / Cloud / Heterogeneous AI
RocketKV: Accelerating Long-Context LLM Inference via Two-Stage KV Cache Compression,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/behnam25a/behnam25a.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context
ShadowKV: KV Cache in Shadows for High-Throughput Long-Context LLM Inference,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/sun25b/sun25b.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context
SpeCache: Speculative Key-Value Caching for Efficient Generation of LLMs,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/jie25a/jie25a.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; KV Cache / Long Context
Star Attention: Efficient LLM Inference over Long Sequences,ICML 2025,long-context / KV cache / efficient LLM inference,,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/acharya25a/acharya25a.pdf,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Efficient Attention
A Unified Sparse Attention via Multi-Granularity Compression,ICML 2026,efficient attention / long-context inference,2512.14082,,https://arxiv.org/abs/2512.14082,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention
AugServe: Adaptive Request Scheduling for Augmented Large Language Model Inference Serving,ICML 2026,LLM serving / augmented-agent request scheduling,2512.04013,,https://arxiv.org/abs/2512.04013,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Efficient Reasoning / Agents
Efficient Multi-round LLM Inference over Disaggregated Serving,ICML 2026,LLM serving / multi-round agents / PD disaggregation,2602.14516,,https://arxiv.org/abs/2602.14516,,CANONICAL_HIGH_VALUE,CANONICAL_HIGH_VALUE,LLM Serving; Efficient Reasoning / Agents
OServe: Accelerating LLM Serving via Spatial-Temporal Workload Orchestration,ICML 2026,LLM serving / heterogeneous deployment / scheduling,2602.12151,,https://arxiv.org/abs/2602.12151,,CANONICAL_HIGH_VALUE,CANONICAL_HIGH_VALUE,LLM Serving; Edge / Cloud / Heterogeneous AI
SALE : Low-bit Estimation for Efficient Sparse Attention in Long-context LLM Prefilling,ICML 2026,efficient attention / low-bit estimation / long-context prefill,2505.24179,,https://arxiv.org/abs/2505.24179,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Quantization; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler
Scout Before You Attend: Sketch-and-Walk Sparse Attention for Efficient LLM Inference,ICML 2026,efficient attention / long-context inference,2602.07397,,https://arxiv.org/abs/2602.07397,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Sparsity / Pruning; Efficient Attention; GPU Kernel / DSL / Compiler
Sparse ActionGen: Accelerating Diffusion Policy with Real-time Pruning,ICML 2026,Physical AI / diffusion-policy acceleration / pruning+reuse,2601.12894,,https://arxiv.org/abs/2601.12894,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,Sparsity / Pruning; GPU Kernel / DSL / Compiler; Diffusion / Flow Acceleration; Efficient Reasoning / Agents; VLA / WAM / Physical AI
SparseInfer: Training-free Prediction of Activation Sparsity for Fast LLM Inference,ICML 2026,LLM inference / activation sparsity,2411.12692,,https://arxiv.org/abs/2411.12692,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning
Token Sparse Attention: Efficient Long-Context Inference with Interleaved Token Selection,ICML 2026,sparse attention / long-context inference,2602.03216,,https://arxiv.org/abs/2602.03216,,CANONICAL_HIGH_VALUE,CANONICAL_HIGH_VALUE,KV Cache / Long Context; Sparsity / Pruning; Efficient Attention
Understand and Accelerate Memory Processing Pipeline for Large Language Model Inference,ICML 2026,LLM memory processing / GPU-FPGA heterogeneous acceleration,2603.29002,,https://arxiv.org/abs/2603.29002,,CANONICAL_HIGH_VALUE,CANONICAL_HIGH_VALUE,GPU Kernel / DSL / Compiler; Edge / Cloud / Heterogeneous AI
Adaptive Capacity Allocation for Vision Language Action Fine-tuning,ICRA 2026,Physical AI / VLA parameter-efficient fine-tuning / adaptive LoRA,2603.07404,,https://arxiv.org/abs/2603.07404,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,VLA / WAM / Physical AI
EveryDayVLA: A Vision-Language-Action Model for Affordable Robotic Manipulation,ICRA 2026,Physical AI / VLA / real-time adaptive-horizon replanning / low-cost deployment,2511.05397,,https://arxiv.org/abs/2511.05397,https://github.com/everydayvla/EveryDayVLA,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Multimodal / MLLM Serving; VLA / WAM / Physical AI
RetoVLA,ICRA 2026,lightweight VLA + compressed action representation/video-pretrained VLA,,,,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,VLA / WAM / Physical AI
RynnVLA-001,ICRA 2026,lightweight VLA + compressed action representation/video-pretrained VLA,,,,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,VLA / WAM / Physical AI
"The Better You Learn, The Smarter You Prune: Towards Efficient Vision-language-action Models via Differentiable Token Pruning",ICRA 2026,Physical AI / VLA / adaptive visual-token pruning / inference acceleration,2509.12594,,https://arxiv.org/abs/2509.12594,https://github.com/LiAutoAD/LightVLA,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Sparsity / Pruning; Multimodal / MLLM Serving; VLA / WAM / Physical AI
FBQuant: FeedBack Quantization for Large Language Models,IJCAI 2025,LLM weight quantization / CUDA kernel,2501.16385,10.24963/ijcai.2025/844,https://arxiv.org/abs/2501.16385,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; GPU Kernel / DSL / Compiler
"MPPQ: Enhancing Post-Training Quantization for LLMs via Mixed Supervision, Proxy Rounding, and Pre-Searching",IJCAI 2025,LLM post-training quantization / W4A4,,10.24963/ijcai.2025/920,https://doi.org/10.24963/ijcai.2025/920,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization
RotateKV: Accurate and Robust 2-Bit KV Cache Quantization for LLMs via Outlier-Aware Adaptive Rotations,IJCAI 2025,KV-cache quantization / low-bit inference,2501.16383,10.24963/ijcai.2025/690,https://arxiv.org/abs/2501.16383,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; KV Cache / Long Context; Quantization
Semi-Clairvoyant Scheduling of Speculative Decoding Requests to Minimize LLM Inference Latency,IJCAI 2025,speculative decoding / request scheduling / LLM serving,,10.24963/ijcai.2025/951,https://doi.org/10.24963/ijcai.2025/951,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding
AdaToken-3D: Dynamic Spatial Gating for Efficient 3D Large Multimodal-Models Reasoning,IROS 2025,3D multimodal inference / token pruning / Physical AI,2505.12782,10.1109/IROS60139.2025.11247780,https://arxiv.org/abs/2505.12782,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,Sparsity / Pruning; Multimodal / MLLM Serving; Efficient Reasoning / Agents
Task-Oriented Token Pruning for Efficient Object Detection and Segmentation,IROS 2025,robot perception / task-aware token pruning / Physical AI,,,https://ras.papercept.net/conferences/conferences/IROS25/program/IROS25_ContentListWeb_2.html,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,Sparsity / Pruning; VLA / WAM / Physical AI
Accelerating MoE with Dynamic In-Switch Computing on Multi-GPUs,ISCA 2026,MoE / multi-GPU / in-switch computing,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Distributed Training / Inference
Approaching Shannon Bound with Lossless LLM Weight Compression,ISCA 2026,lossless LLM weight compression / serving throughput,2606.15789,,https://arxiv.org/abs/2606.15789,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
AQuant: Repurposing CODEC for VLM Acceleration via Adaptive Quantization,ISCA 2026,VLM acceleration / adaptive quantization / hardware co-design,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization; Multimodal / MLLM Serving
Bridging Efficiency and Scalability in LLM System via 3D Hybrid PIM with 2D In-Transit Computation,ISCA 2026,LLM inference accelerator / hybrid PIM / in-transit computation,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
Cassandra: Enabling Reasoning LLMs at Edge via Self-Speculative Decoding,ISCA 2026,edge speculative reasoning + quantization + memory-system + generative inference accelerators,2605.26558,,https://arxiv.org/abs/2605.26558,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Quantization; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
CHIME: A Case for Efficient Long-Context Attention-FC Disaggregated Inference with DIMM-PIM,ISCA 2026,long-context LLM / disaggregated inference / PIM,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Efficient Attention; Edge / Cloud / Heterogeneous AI
Combating the Memory Walls: Optimization Pathways for Long-Context Agentic LLM Inference,ISCA 2026,long-context agentic LLM / accelerator / memory wall,2509.09505,,https://arxiv.org/abs/2509.09505,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Efficient Reasoning / Agents
ConServe: Contiguity-Preserving Memory Management for Multi-Turn LLM Serving,ISCA 2026,LLM serving / multi-turn / memory management,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving
DIAMoND: Dynamic Inference for Adaptive Edge MoE with Heterogeneous In-NAND and Near-DRAM Compute Architecture,ISCA 2026,edge MoE / heterogeneous memory / adaptive inference,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; Edge / Cloud / Heterogeneous AI
"DisDP: Disaggregating Compute, Network, and Storage for Model-Sharded Data-Parallel Training",ISCA 2026,distributed LLM training / disaggregation / SmartNIC-SmartSwitch,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler; Distributed Training / Inference
DiTPA: A DiT-based Action Planner Accelerator Exploiting Action-Denoising-Multimodality Redundancy for Embodied Artificial Intelligence,ISCA 2026,Physical AI / embodied action planner / DiT accelerator,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_PHYSICAL_AI_HIGH,Multimodal / MLLM Serving; Diffusion / Flow Acceleration; VLA / WAM / Physical AI
DynoPipe: Heterogeneous Edge-Cloud LLM Serving with Dynamically Orchestrated Pipeline Boundaries,ISCA 2026,edge-cloud LLM serving / heterogeneous pipeline,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Edge / Cloud / Heterogeneous AI
Early Silicon of Raptor: The First 3D-DRAM Accelerator for Generative Inference,ISCA 2026,generative inference accelerator / 3D DRAM,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
ENEC: A Lossless AI Model Compression Method Enabling Fast Inference on Ascend NPUs,ISCA 2026,lossless model compression / NPU inference,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
EVA: Accelerating LLM Decoding via an Efficient Vector Quantization Architecture,ISCA 2026,LLM decoding / vector quantization accelerator,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization
HybridSpec: Exploiting Hybrid-bonding Memory to Accelerate LLM Serving through Heterogeneous Architecture and Speculative Decoding,ISCA 2026,speculative decoding / heterogeneous memory / LLM serving,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,LLM Serving; Speculative Decoding; Edge / Cloud / Heterogeneous AI
MLX: Multi-Layer Execution for Structured LLM Workload Acceleration on Spatial Architectures,ISCA 2026,LLM workload accelerator / spatial architecture / multi-layer execution,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
MoE-Hub: Taming Software Complexity for Seamless MoE Overlap with Hardware-Accelerated Communication on Multi-GPU Systems,ISCA 2026,MoE systems / multi-GPU communication overlap,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; GPU Kernel / DSL / Compiler; Distributed Training / Inference
MXFFP: Microscaling Flexible Floating Point Format for Large-Scale AI Model Acceleration,ISCA 2026,low-precision formats / accelerator,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization
OASIS: Outlier-Aware LUT-Based GEMM with Dual-Side Quantization for LLM Inference Acceleration,ISCA 2026,edge speculative reasoning + quantization + memory-system + generative inference accelerators,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Quantization; GPU Kernel / DSL / Compiler; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
Omni-LUT: Energy-Efficient LUT-based Accelerator with Hardware-Aware KV Cache Quantization,ISCA 2026,LLM inference accelerator / LUT / KV-cache quantization,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,KV Cache / Long Context; Quantization; Multimodal / MLLM Serving
P3-LLM: An Integrated NPU-PIM Accelerator for Edge LLM Inference Using Hybrid Numerical Formats,ISCA 2026,edge LLM / PIM / mixed precision,2511.06838,,https://arxiv.org/abs/2511.06838,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Edge / Cloud / Heterogeneous AI
Patterns Behind Chaos: Forecasting Data Movement for Efficient Large-Scale MoE LLM Inference,ISCA 2026,MoE systems / data movement forecasting / large-scale inference,2510.05497,,https://arxiv.org/abs/2510.05497,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators
QiMeng-Tensify: Scaling up Tensor Computation Optimization via Architecture-Aware LLM-Guided MCTS,ISCA 2026,tensor compiler / architecture-aware optimization / LLM-guided search,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,GPU Kernel / DSL / Compiler
Raptor,ISCA 2026,edge speculative reasoning + quantization + memory-system + generative inference accelerators,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Quantization; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
SHyLA: 3D-Stacked NVM-DRAM Hybrid LLM-Inference Architecture Exploiting Data and Memory Heterogeneity,ISCA 2026,edge speculative reasoning + quantization + memory-system + generative inference accelerators,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Quantization; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
SingularBit: Exploiting Synergy of Singular Value Decomposition and Low-Bit Quantization for Weight and KV Compression in LLM Inference,ISCA 2026,quantization / KV compression / SVD,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Quantization
SMoE: An Algorithm-System Co-Design for Pushing MoE to the Edge via Expert Substitution,ISCA 2026,edge MoE / algorithm-system co-design,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators; Edge / Cloud / Heterogeneous AI
SMOOTH: Hardware-Assisted Fine-Grained On-Chip Memory Management for Efficient On-Device LLM Inference,ISCA 2026,edge speculative reasoning + quantization + memory-system + generative inference accelerators,,,,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,Speculative Decoding; Quantization; Efficient Reasoning / Agents; Edge / Cloud / Heterogeneous AI
STEP: Adaptive Spatio-Temporal Expert Prefetching for Low-Latency and Memory-Efficient MoE Inference,ISCA 2026,MoE / expert prefetching / memory efficiency,,,https://www.iscaconf.org/isca2026/program/,,CANONICAL_HIGH_VALUE,BACKFILL_HIGH,MoE Systems / Accelerators
